aX,aY,aZ
-0.744,-0.686,-0.061
-0.749,-0.683,-0.060
-0.749,-0.683,-0.061
-0.750,-0.681,-0.061
-0.749,-0.680,-0.059
-0.747,-0.680,-0.057
-0.748,-0.679,-0.061
-0.748,-0.682,-0.058
-0.753,-0.684,-0.057
-0.756,-0.680,-0.054
-0.753,-0.675,-0.056
-0.704,-0.662,-0.013
-0.756,-0.674,-0.139
-0.779,-0.651,0.004
-0.745,-0.673,-0.051
-0.712,-0.702,-0.084
-0.782,-0.667,-0.032
-0.738,-0.680,-0.049
-0.745,-0.685,-0.055
-0.743,-0.686,-0.054
-0.743,-0.682,-0.056
-0.745,-0.682,-0.055
-0.743,-0.684,-0.059
-0.748,-0.683,-0.056
-0.750,-0.682,-0.056
-0.752,-0.682,-0.058
-0.747,-0.681,-0.056
-0.748,-0.680,-0.056
-0.753,-0.680,-0.056
-0.752,-0.679,-0.053
-0.750,-0.679,-0.051
-0.744,-0.682,-0.052
-0.747,-0.683,-0.054
-0.745,-0.688,-0.055
-0.746,-0.687,-0.058
-0.742,-0.683,-0.058
-0.744,-0.683,-0.061
-0.742,-0.685,-0.059
-0.747,-0.685,-0.061
-0.743,-0.686,-0.058
-0.743,-0.682,-0.061
-0.747,-0.685,-0.058
-0.747,-0.687,-0.059
-0.747,-0.685,-0.060
-0.746,-0.684,-0.059
-0.745,-0.685,-0.060
-0.745,-0.685,-0.059
-0.742,-0.685,-0.062
-0.742,-0.687,-0.059
-0.747,-0.684,-0.058
-0.746,-0.684,-0.058
-0.746,-0.687,-0.060
-0.745,-0.686,-0.061
-0.748,-0.685,-0.059
-0.745,-0.682,-0.058
-0.743,-0.684,-0.059
-0.743,-0.682,-0.060
-0.744,-0.683,-0.059
-0.742,-0.685,-0.059
-0.742,-0.687,-0.061
-0.745,-0.683,-0.063
-0.749,-0.683,-0.061
-0.744,-0.684,-0.061
-0.743,-0.683,-0.062
-0.743,-0.682,-0.059
-0.747,-0.685,-0.059
-0.746,-0.683,-0.059
-0.745,-0.683,-0.060
-0.744,-0.685,-0.060
-0.746,-0.686,-0.060
-0.746,-0.685,-0.058
-0.745,-0.685,-0.061
-0.745,-0.682,-0.059
-0.746,-0.683,-0.060
